story:  John didn't know he was being followed. "When he got on the train, a man approached him." He handed John a small piece of paper. It said RAVINCORP in bold letters. "John had been offered a job by the CIA, he just didn't know it yet."	 query:event: The man was holding a piece of paper starts before He hand John a small piece of paper  	pred: negative	 label: positive
story:  I was sitting in class falling asleep. "Suddenly, the teacher asked me a question." I sat there speechless. I randomly told the teacher that two was the answer. "Surprisingly, I was completely right."	 query:event: I sat down in my seat starts after I sit in class falling asleep  	pred: positive	 label: negative
story:  The circus was in town! Jimmy's mom told him the circus would arrive by train. They were going to go watch the elephants walk to the arena. The street was lined with people watching. The elephants walked by in a line holding each other's tails!	 query:event: The elephants were trained starts after The elephants walk by in a line holding each other 's tails  	pred: negative	 label: positive
story:  The circus was in town! Jimmy's mom told him the circus would arrive by train. They were going to go watch the elephants walk to the arena. The street was lined with people watching. The elephants walked by in a line holding each other's tails!	 query:event: The elephants were trained starts before The elephants walk by in a line holding each other 's tails  	pred: positive	 label: negative
story:  I was taking an art class with my friend. "For our test, we had to each paint an apple." I had procrastinated until the night before it was due. My friend had been working on her painting all week. I was pleased that my picture turned out better than my friend's.	 query:event: My friend walked into the classroom starts after I was taking an art class  	pred: negative	 label: positive
story:  I was taking an art class with my friend. "For our test, we had to each paint an apple." I had procrastinated until the night before it was due. My friend had been working on her painting all week. I was pleased that my picture turned out better than my friend's.	 query:event: My friend walked into the classroom starts before I was taking an art class  	pred: positive	 label: negative
story:  Ana was playing in the snow with her brother. They were having a snowball fight. Suddenly, Anna felt a pain in her cheek. She saw that the snowball had had a rock in it. Her brother apologized and they quit fighting.	 query:event: Ana fell to the ground starts before Anna felt a pain in her cheek  	pred: negative	 label: positive
story:  Ana was playing in the snow with her brother. They were having a snowball fight. Suddenly, Anna felt a pain in her cheek. She saw that the snowball had had a rock in it. Her brother apologized and they quit fighting.	 query:event: Ana fell to the ground starts after Anna felt a pain in her cheek  	pred: positive	 label: negative
story:  Julie was struggling in Calculus. She needed a C on the final exam to pass the class. She studied for many hours. "When she sat down to take the exam, her mind went blank." She failed the exam and the class.	 query:event: Julie was worried that she wouldn't be able to get the C. starts before She need a C on the final exam to pass the class  	pred: positive	 label: negative
story:  Rick never smoked in his life. His friends invited him to play poker. Everyone but Rick smoked cigars. Rick decided to try smoking a cigar. He was immediately hooked and is now a cigar enthusiast.	 query:event: Rick is alive. starts after Everyone but Rick smoke cigars  	pred: negative	 label: positive
story:  Rick never smoked in his life. His friends invited him to play poker. Everyone but Rick smoked cigars. Rick decided to try smoking a cigar. He was immediately hooked and is now a cigar enthusiast.	 query:event: Rick is alive. starts before Everyone but Rick smoke cigars  	pred: positive	 label: negative
story:  I was on a boat with a friend. We were going on a fishing spree. He threw his weight in the water. "After several minutes, a small shark came and dragged the fishing pole." I held on to my friend so he wouldn't fall in the water.	 query:event: We were friends for a long time. starts before I was on a boat with my friend  	pred: negative	 label: positive
